Provice;Country;Lat;Long;Date;Recovered
;Argentina;-38.4161;-63.6167;2/29/20;0
;Argentina;-38.4161;-63.6167;3/1/20;0
;Argentina;-38.4161;-63.6167;3/2/20;0
;Argentina;-38.4161;-63.6167;3/3/20;0
;Argentina;-38.4161;-63.6167;3/4/20;0
;Argentina;-38.4161;-63.6167;3/5/20;0
;Argentina;-38.4161;-63.6167;3/6/20;0
;Argentina;-38.4161;-63.6167;3/7/20;0
;Chile;-35.6751;-71.543;1/22/20;0
;Chile;-35.6751;-71.543;1/23/20;0
;Chile;-35.6751;-71.543;1/24/20;0
;Chile;-35.6751;-71.543;1/25/20;0
;Chile;-35.6751;-71.543;1/26/20;0
;Chile;-35.6751;-71.543;1/27/20;0
;Chile;-35.6751;-71.543;1/28/20;0
;Chile;-35.6751;-71.543;1/29/20;0
;Chile;-35.6751;-71.543;1/30/20;0
;Chile;-35.6751;-71.543;1/31/20;0
;Chile;-35.6751;-71.543;2/1/20;0
;Chile;-35.6751;-71.543;2/2/20;0
;Chile;-35.6751;-71.543;2/3/20;0
;Chile;-35.6751;-71.543;2/4/20;0
;Chile;-35.6751;-71.543;2/5/20;0
;Chile;-35.6751;-71.543;2/6/20;0
;Chile;-35.6751;-71.543;2/7/20;0
;Chile;-35.6751;-71.543;2/8/20;0
;Chile;-35.6751;-71.543;2/9/20;0
;Chile;-35.6751;-71.543;2/10/20;0
;Chile;-35.6751;-71.543;2/11/20;0
;Chile;-35.6751;-71.543;2/12/20;0
;Chile;-35.6751;-71.543;2/13/20;0
;Chile;-35.6751;-71.543;2/14/20;0
;Chile;-35.6751;-71.543;2/15/20;0
;Chile;-35.6751;-71.543;2/16/20;0
;Chile;-35.6751;-71.543;2/17/20;0
;Chile;-35.6751;-71.543;2/18/20;0
;Chile;-35.6751;-71.543;2/19/20;0
;Chile;-35.6751;-71.543;2/20/20;0
;Chile;-35.6751;-71.543;2/21/20;0
;Chile;-35.6751;-71.543;2/22/20;0
;Chile;-35.6751;-71.543;2/23/20;0
;Chile;-35.6751;-71.543;2/24/20;0
;Chile;-35.6751;-71.543;2/25/20;0
;Chile;-35.6751;-71.543;2/26/20;0
;Chile;-35.6751;-71.543;2/27/20;0
;Chile;-35.6751;-71.543;2/28/20;0
;Chile;-35.6751;-71.543;2/29/20;0
;Chile;-35.6751;-71.543;3/1/20;0
;Chile;-35.6751;-71.543;3/2/20;0
;Chile;-35.6751;-71.543;3/3/20;0
;Chile;-35.6751;-71.543;3/4/20;0
;Chile;-35.6751;-71.543;3/5/20;0
;Chile;-35.6751;-71.543;3/6/20;0
;Chile;-35.6751;-71.543;3/7/20;0
;Jordan;31.24;36.51;1/22/20;0
;Jordan;31.24;36.51;1/23/20;0
;Jordan;31.24;36.51;1/24/20;0
;Jordan;31.24;36.51;1/25/20;0
;Jordan;31.24;36.51;1/26/20;0
;Jordan;31.24;36.51;1/27/20;0
;Jordan;31.24;36.51;1/28/20;0
;Jordan;31.24;36.51;1/29/20;0
;Jordan;31.24;36.51;1/30/20;0
;Jordan;31.24;36.51;1/31/20;0
;Jordan;31.24;36.51;2/1/20;0
;Jordan;31.24;36.51;2/2/20;0
;Jordan;31.24;36.51;2/3/20;0
;Jordan;31.24;36.51;2/4/20;0
;Jordan;31.24;36.51;2/5/20;0
;Jordan;31.24;36.51;2/6/20;0
;Jordan;31.24;36.51;2/7/20;0
;Jordan;31.24;36.51;2/8/20;0
;Jordan;31.24;36.51;2/9/20;0
;Jordan;31.24;36.51;2/10/20;0
;Jordan;31.24;36.51;2/11/20;0
;Jordan;31.24;36.51;2/12/20;0
;Jordan;31.24;36.51;2/13/20;0
;Jordan;31.24;36.51;2/14/20;0
;Jordan;31.24;36.51;2/15/20;0
;Jordan;31.24;36.51;2/16/20;0
;Jordan;31.24;36.51;2/17/20;0
;Jordan;31.24;36.51;2/18/20;0
;Jordan;31.24;36.51;2/19/20;0
;Jordan;31.24;36.51;2/20/20;0
;Jordan;31.24;36.51;2/21/20;0
;Jordan;31.24;36.51;2/22/20;0
;Jordan;31.24;36.51;2/23/20;0
;Jordan;31.24;36.51;2/24/20;0
;Jordan;31.24;36.51;2/25/20;0
;Jordan;31.24;36.51;2/26/20;0
;Jordan;31.24;36.51;2/27/20;0
;Jordan;31.24;36.51;2/28/20;0
;Jordan;31.24;36.51;2/29/20;0
;Jordan;31.24;36.51;3/1/20;0
;Jordan;31.24;36.51;3/2/20;0
;Jordan;31.24;36.51;3/3/20;0
;Jordan;31.24;36.51;3/4/20;0
;Jordan;31.24;36.51;3/5/20;0
;Jordan;31.24;36.51;3/6/20;0
;Jordan;31.24;36.51;3/7/20;0
 Norfolk County, MA;US;42.1767;-71.1449;1/22/20;0
 Norfolk County, MA;US;42.1767;-71.1449;1/23/20;0
 Norfolk County, MA;US;42.1767;-71.1449;1/24/20;0
 Norfolk County, MA;US;42.1767;-71.1449;1/25/20;0
 Norfolk County, MA;US;42.1767;-71.1449;1/26/20;0
 Norfolk County, MA;US;42.1767;-71.1449;1/27/20;0
 Norfolk County, MA;US;42.1767;-71.1449;1/28/20;0
 Norfolk County, MA;US;42.1767;-71.1449;1/29/20;0
 Norfolk County, MA;US;42.1767;-71.1449;1/30/20;0
 Norfolk County, MA;US;42.1767;-71.1449;1/31/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/1/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/2/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/3/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/4/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/5/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/6/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/7/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/8/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/9/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/10/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/11/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/12/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/13/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/14/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/15/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/16/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/17/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/18/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/19/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/20/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/21/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/22/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/23/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/24/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/25/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/26/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/27/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/28/20;0
 Norfolk County, MA;US;42.1767;-71.1449;2/29/20;0
 Norfolk County, MA;US;42.1767;-71.1449;3/1/20;0
 Norfolk County, MA;US;42.1767;-71.1449;3/2/20;0
 Norfolk County, MA;US;42.1767;-71.1449;3/3/20;0
 Norfolk County, MA;US;42.1767;-71.1449;3/4/20;0
 Norfolk County, MA;US;42.1767;-71.1449;3/5/20;0
 Norfolk County, MA;US;42.1767;-71.1449;3/6/20;0
 Norfolk County, MA;US;42.1767;-71.1449;3/7/20;0
Maricopa County, AZ;US;33.2918;-112.4291;1/22/20;0
Maricopa County, AZ;US;33.2918;-112.4291;1/23/20;0
Maricopa County, AZ;US;33.2918;-112.4291;1/24/20;0
Maricopa County, AZ;US;33.2918;-112.4291;1/25/20;0
Maricopa County, AZ;US;33.2918;-112.4291;1/26/20;0
Maricopa County, AZ;US;33.2918;-112.4291;1/27/20;0
Maricopa County, AZ;US;33.2918;-112.4291;1/28/20;0
Maricopa County, AZ;US;33.2918;-112.4291;1/29/20;0
Maricopa County, AZ;US;33.2918;-112.4291;1/30/20;0
Maricopa County, AZ;US;33.2918;-112.4291;1/31/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/1/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/2/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/3/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/4/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/5/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/6/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/7/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/8/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/9/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/10/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/11/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/12/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/13/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/14/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/15/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/16/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/17/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/18/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/19/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/20/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/21/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/22/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/23/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/24/20;0
Maricopa County, AZ;US;33.2918;-112.4291;2/25/20;1
Maricopa County, AZ;US;33.2918;-112.4291;2/26/20;1
Maricopa County, AZ;US;33.2918;-112.4291;2/27/20;1
Maricopa County, AZ;US;33.2918;-112.4291;2/28/20;1
Maricopa County, AZ;US;33.2918;-112.4291;2/29/20;1
Maricopa County, AZ;US;33.2918;-112.4291;3/1/20;1
Maricopa County, AZ;US;33.2918;-112.4291;3/2/20;1
Maricopa County, AZ;US;33.2918;-112.4291;3/3/20;1
Maricopa County, AZ;US;33.2918;-112.4291;3/4/20;1
Maricopa County, AZ;US;33.2918;-112.4291;3/5/20;1
Maricopa County, AZ;US;33.2918;-112.4291;3/6/20;1
Maricopa County, AZ;US;33.2918;-112.4291;3/7/20;1
Wake County, NC;US;35.8032;-78.5661;1/22/20;0
Wake County, NC;US;35.8032;-78.5661;1/23/20;0
Wake County, NC;US;35.8032;-78.5661;1/24/20;0
Wake County, NC;US;35.8032;-78.5661;1/25/20;0
Wake County, NC;US;35.8032;-78.5661;1/26/20;0
Wake County, NC;US;35.8032;-78.5661;1/27/20;0
Wake County, NC;US;35.8032;-78.5661;1/28/20;0
Wake County, NC;US;35.8032;-78.5661;1/29/20;0
Wake County, NC;US;35.8032;-78.5661;1/30/20;0
Wake County, NC;US;35.8032;-78.5661;1/31/20;0
Wake County, NC;US;35.8032;-78.5661;2/1/20;0
Wake County, NC;US;35.8032;-78.5661;2/2/20;0
Wake County, NC;US;35.8032;-78.5661;2/3/20;0
Wake County, NC;US;35.8032;-78.5661;2/4/20;0
Wake County, NC;US;35.8032;-78.5661;2/5/20;0
Wake County, NC;US;35.8032;-78.5661;2/6/20;0
Wake County, NC;US;35.8032;-78.5661;2/7/20;0
Wake County, NC;US;35.8032;-78.5661;2/8/20;0
Wake County, NC;US;35.8032;-78.5661;2/9/20;0
Wake County, NC;US;35.8032;-78.5661;2/10/20;0
Wake County, NC;US;35.8032;-78.5661;2/11/20;0
Wake County, NC;US;35.8032;-78.5661;2/12/20;0
Wake County, NC;US;35.8032;-78.5661;2/13/20;0
Wake County, NC;US;35.8032;-78.5661;2/14/20;0
Wake County, NC;US;35.8032;-78.5661;2/15/20;0
Wake County, NC;US;35.8032;-78.5661;2/16/20;0
Wake County, NC;US;35.8032;-78.5661;2/17/20;0
Wake County, NC;US;35.8032;-78.5661;2/18/20;0
Wake County, NC;US;35.8032;-78.5661;2/19/20;0
Wake County, NC;US;35.8032;-78.5661;2/20/20;0
Wake County, NC;US;35.8032;-78.5661;2/21/20;0
Wake County, NC;US;35.8032;-78.5661;2/22/20;0
Wake County, NC;US;35.8032;-78.5661;2/23/20;0
Wake County, NC;US;35.8032;-78.5661;2/24/20;0
Wake County, NC;US;35.8032;-78.5661;2/25/20;0
Wake County, NC;US;35.8032;-78.5661;2/26/20;0
Wake County, NC;US;35.8032;-78.5661;2/27/20;0
Wake County, NC;US;35.8032;-78.5661;2/28/20;0
Wake County, NC;US;35.8032;-78.5661;2/29/20;0
Wake County, NC;US;35.8032;-78.5661;3/1/20;0
Wake County, NC;US;35.8032;-78.5661;3/2/20;0
Wake County, NC;US;35.8032;-78.5661;3/3/20;0
Wake County, NC;US;35.8032;-78.5661;3/4/20;0
Wake County, NC;US;35.8032;-78.5661;3/5/20;0
Wake County, NC;US;35.8032;-78.5661;3/6/20;0
Wake County, NC;US;35.8032;-78.5661;3/7/20;0
Westchester County, NY;US;41.122;-73.7949;1/22/20;0
Westchester County, NY;US;41.122;-73.7949;1/23/20;0
Westchester County, NY;US;41.122;-73.7949;1/24/20;0
Westchester County, NY;US;41.122;-73.7949;1/25/20;0
Westchester County, NY;US;41.122;-73.7949;1/26/20;0
Westchester County, NY;US;41.122;-73.7949;1/27/20;0
Westchester County, NY;US;41.122;-73.7949;1/28/20;0
Westchester County, NY;US;41.122;-73.7949;1/29/20;0
Westchester County, NY;US;41.122;-73.7949;1/30/20;0
Westchester County, NY;US;41.122;-73.7949;1/31/20;0
Westchester County, NY;US;41.122;-73.7949;2/1/20;0
Westchester County, NY;US;41.122;-73.7949;2/2/20;0
Westchester County, NY;US;41.122;-73.7949;2/3/20;0
Westchester County, NY;US;41.122;-73.7949;2/4/20;0
Westchester County, NY;US;41.122;-73.7949;2/5/20;0
Westchester County, NY;US;41.122;-73.7949;2/6/20;0
Westchester County, NY;US;41.122;-73.7949;2/7/20;0
Westchester County, NY;US;41.122;-73.7949;2/8/20;0
Westchester County, NY;US;41.122;-73.7949;2/9/20;0
Westchester County, NY;US;41.122;-73.7949;2/10/20;0
Westchester County, NY;US;41.122;-73.7949;2/11/20;0
Westchester County, NY;US;41.122;-73.7949;2/12/20;0
Westchester County, NY;US;41.122;-73.7949;2/13/20;0
Westchester County, NY;US;41.122;-73.7949;2/14/20;0
Westchester County, NY;US;41.122;-73.7949;2/15/20;0
Westchester County, NY;US;41.122;-73.7949;2/16/20;0
Westchester County, NY;US;41.122;-73.7949;2/17/20;0
Westchester County, NY;US;41.122;-73.7949;2/18/20;0
Westchester County, NY;US;41.122;-73.7949;2/19/20;0
Westchester County, NY;US;41.122;-73.7949;2/20/20;0
Westchester County, NY;US;41.122;-73.7949;2/21/20;0
Westchester County, NY;US;41.122;-73.7949;2/22/20;0
Westchester County, NY;US;41.122;-73.7949;2/23/20;0
Westchester County, NY;US;41.122;-73.7949;2/24/20;0
Westchester County, NY;US;41.122;-73.7949;2/25/20;0
Westchester County, NY;US;41.122;-73.7949;2/26/20;0
Westchester County, NY;US;41.122;-73.7949;2/27/20;0
Westchester County, NY;US;41.122;-73.7949;2/28/20;0
Westchester County, NY;US;41.122;-73.7949;2/29/20;0
Westchester County, NY;US;41.122;-73.7949;3/1/20;0
Westchester County, NY;US;41.122;-73.7949;3/2/20;0
Westchester County, NY;US;41.122;-73.7949;3/3/20;0
Westchester County, NY;US;41.122;-73.7949;3/4/20;0
Westchester County, NY;US;41.122;-73.7949;3/5/20;0
Westchester County, NY;US;41.122;-73.7949;3/6/20;0
Westchester County, NY;US;41.122;-73.7949;3/7/20;0
;Ukraine;48.3794;31.1656;1/22/20;0
;Ukraine;48.3794;31.1656;1/23/20;0
;Ukraine;48.3794;31.1656;1/24/20;0
;Ukraine;48.3794;31.1656;1/25/20;0
;Ukraine;48.3794;31.1656;1/26/20;0
;Ukraine;48.3794;31.1656;1/27/20;0
;Ukraine;48.3794;31.1656;1/28/20;0
;Ukraine;48.3794;31.1656;1/29/20;0
;Ukraine;48.3794;31.1656;1/30/20;0
;Ukraine;48.3794;31.1656;1/31/20;0
;Ukraine;48.3794;31.1656;2/1/20;0
;Ukraine;48.3794;31.1656;2/2/20;0
;Ukraine;48.3794;31.1656;2/3/20;0
;Ukraine;48.3794;31.1656;2/4/20;0
;Ukraine;48.3794;31.1656;2/5/20;0
;Ukraine;48.3794;31.1656;2/6/20;0
;Ukraine;48.3794;31.1656;2/7/20;0
;Ukraine;48.3794;31.1656;2/8/20;0
;Ukraine;48.3794;31.1656;2/9/20;0
;Ukraine;48.3794;31.1656;2/10/20;0
;Ukraine;48.3794;31.1656;2/11/20;0
;Ukraine;48.3794;31.1656;2/12/20;0
;Ukraine;48.3794;31.1656;2/13/20;0
;Ukraine;48.3794;31.1656;2/14/20;0
;Ukraine;48.3794;31.1656;2/15/20;0
;Ukraine;48.3794;31.1656;2/16/20;0
;Ukraine;48.3794;31.1656;2/17/20;0
;Ukraine;48.3794;31.1656;2/18/20;0
;Ukraine;48.3794;31.1656;2/19/20;0
;Ukraine;48.3794;31.1656;2/20/20;0
;Ukraine;48.3794;31.1656;2/21/20;0
;Ukraine;48.3794;31.1656;2/22/20;0
;Ukraine;48.3794;31.1656;2/23/20;0
;Ukraine;48.3794;31.1656;2/24/20;0
;Ukraine;48.3794;31.1656;2/25/20;0
;Ukraine;48.3794;31.1656;2/26/20;0
;Ukraine;48.3794;31.1656;2/27/20;0
;Ukraine;48.3794;31.1656;2/28/20;0
;Ukraine;48.3794;31.1656;2/29/20;0
;Ukraine;48.3794;31.1656;3/1/20;0
;Ukraine;48.3794;31.1656;3/2/20;0
;Ukraine;48.3794;31.1656;3/3/20;0
;Ukraine;48.3794;31.1656;3/4/20;0
;Ukraine;48.3794;31.1656;3/5/20;0
;Ukraine;48.3794;31.1656;3/6/20;0
;Ukraine;48.3794;31.1656;3/7/20;0
;Saint Barthelemy;17.9;-62.8333;1/22/20;0
;Saint Barthelemy;17.9;-62.8333;1/23/20;0
;Saint Barthelemy;17.9;-62.8333;1/24/20;0
;Saint Barthelemy;17.9;-62.8333;1/25/20;0
;Saint Barthelemy;17.9;-62.8333;1/26/20;0
;Saint Barthelemy;17.9;-62.8333;1/27/20;0
;Saint Barthelemy;17.9;-62.8333;1/28/20;0
;Saint Barthelemy;17.9;-62.8333;1/29/20;0
;Saint Barthelemy;17.9;-62.8333;1/30/20;0
;Saint Barthelemy;17.9;-62.8333;1/31/20;0
;Saint Barthelemy;17.9;-62.8333;2/1/20;0
;Saint Barthelemy;17.9;-62.8333;2/2/20;0
;Saint Barthelemy;17.9;-62.8333;2/3/20;0
;Saint Barthelemy;17.9;-62.8333;2/4/20;0
;Saint Barthelemy;17.9;-62.8333;2/5/20;0
;Saint Barthelemy;17.9;-62.8333;2/6/20;0
;Saint Barthelemy;17.9;-62.8333;2/7/20;0
;Saint Barthelemy;17.9;-62.8333;2/8/20;0
;Saint Barthelemy;17.9;-62.8333;2/9/20;0
;Saint Barthelemy;17.9;-62.8333;2/10/20;0
;Saint Barthelemy;17.9;-62.8333;2/11/20;0
;Saint Barthelemy;17.9;-62.8333;2/12/20;0
;Saint Barthelemy;17.9;-62.8333;2/13/20;0
;Saint Barthelemy;17.9;-62.8333;2/14/20;0
;Saint Barthelemy;17.9;-62.8333;2/15/20;0
;Saint Barthelemy;17.9;-62.8333;2/16/20;0
;Saint Barthelemy;17.9;-62.8333;2/17/20;0
;Saint Barthelemy;17.9;-62.8333;2/18/20;0
;Saint Barthelemy;17.9;-62.8333;2/19/20;0
;Saint Barthelemy;17.9;-62.8333;2/20/20;0
;Saint Barthelemy;17.9;-62.8333;2/21/20;0
;Saint Barthelemy;17.9;-62.8333;2/22/20;0
;Saint Barthelemy;17.9;-62.8333;2/23/20;0
;Saint Barthelemy;17.9;-62.8333;2/24/20;0
;Saint Barthelemy;17.9;-62.8333;2/25/20;0
;Saint Barthelemy;17.9;-62.8333;2/26/20;0
;Saint Barthelemy;17.9;-62.8333;2/27/20;0
;Saint Barthelemy;17.9;-62.8333;2/28/20;0
;Saint Barthelemy;17.9;-62.8333;2/29/20;0
;Saint Barthelemy;17.9;-62.8333;3/1/20;0
;Saint Barthelemy;17.9;-62.8333;3/2/20;0
;Saint Barthelemy;17.9;-62.8333;3/3/20;0
;Saint Barthelemy;17.9;-62.8333;3/4/20;0
;Saint Barthelemy;17.9;-62.8333;3/5/20;0
;Saint Barthelemy;17.9;-62.8333;3/6/20;0
;Saint Barthelemy;17.9;-62.8333;3/7/20;0
Orange County, CA;US;33.7879;-117.8531;1/22/20;0
Orange County, CA;US;33.7879;-117.8531;1/23/20;0
Orange County, CA;US;33.7879;-117.8531;1/24/20;0
Orange County, CA;US;33.7879;-117.8531;1/25/20;0
Orange County, CA;US;33.7879;-117.8531;1/26/20;0
Orange County, CA;US;33.7879;-117.8531;1/27/20;0
Orange County, CA;US;33.7879;-117.8531;1/28/20;0
Orange County, CA;US;33.7879;-117.8531;1/29/20;0
Orange County, CA;US;33.7879;-117.8531;1/30/20;0
Orange County, CA;US;33.7879;-117.8531;1/31/20;0
Orange County, CA;US;33.7879;-117.8531;2/1/20;0
Orange County, CA;US;33.7879;-117.8531;2/2/20;0
Orange County, CA;US;33.7879;-117.8531;2/3/20;0
Orange County, CA;US;33.7879;-117.8531;2/4/20;0
Orange County, CA;US;33.7879;-117.8531;2/5/20;0
Orange County, CA;US;33.7879;-117.8531;2/6/20;0
Orange County, CA;US;33.7879;-117.8531;2/7/20;0
Orange County, CA;US;33.7879;-117.8531;2/8/20;0
Orange County, CA;US;33.7879;-117.8531;2/9/20;0
Orange County, CA;US;33.7879;-117.8531;2/10/20;0
Orange County, CA;US;33.7879;-117.8531;2/11/20;0
Orange County, CA;US;33.7879;-117.8531;2/12/20;0
Orange County, CA;US;33.7879;-117.8531;2/13/20;0
Orange County, CA;US;33.7879;-117.8531;2/14/20;0
Orange County, CA;US;33.7879;-117.8531;2/15/20;0
Orange County, CA;US;33.7879;-117.8531;2/16/20;0
Orange County, CA;US;33.7879;-117.8531;2/17/20;0
Orange County, CA;US;33.7879;-117.8531;2/18/20;0
Orange County, CA;US;33.7879;-117.8531;2/19/20;0
Orange County, CA;US;33.7879;-117.8531;2/20/20;0
Orange County, CA;US;33.7879;-117.8531;2/21/20;0
Orange County, CA;US;33.7879;-117.8531;2/22/20;0
Orange County, CA;US;33.7879;-117.8531;2/23/20;0
Orange County, CA;US;33.7879;-117.8531;2/24/20;0
Orange County, CA;US;33.7879;-117.8531;2/25/20;0
Orange County, CA;US;33.7879;-117.8531;2/26/20;0
Orange County, CA;US;33.7879;-117.8531;2/27/20;0
Orange County, CA;US;33.7879;-117.8531;2/28/20;0
Orange County, CA;US;33.7879;-117.8531;2/29/20;0
Orange County, CA;US;33.7879;-117.8531;3/1/20;0
Orange County, CA;US;33.7879;-117.8531;3/2/20;0
Orange County, CA;US;33.7879;-117.8531;3/3/20;0
Orange County, CA;US;33.7879;-117.8531;3/4/20;0
Orange County, CA;US;33.7879;-117.8531;3/5/20;0
Orange County, CA;US;33.7879;-117.8531;3/6/20;0
Orange County, CA;US;33.7879;-117.8531;3/7/20;0
;Hungary;47.1625;19.5033;1/22/20;0
;Hungary;47.1625;19.5033;1/23/20;0
;Hungary;47.1625;19.5033;1/24/20;0
;Hungary;47.1625;19.5033;1/25/20;0
;Hungary;47.1625;19.5033;1/26/20;0
;Hungary;47.1625;19.5033;1/27/20;0
;Hungary;47.1625;19.5033;1/28/20;0
;Hungary;47.1625;19.5033;1/29/20;0
;Hungary;47.1625;19.5033;1/30/20;0
;Hungary;47.1625;19.5033;1/31/20;0
;Hungary;47.1625;19.5033;2/1/20;0
;Hungary;47.1625;19.5033;2/2/20;0
;Hungary;47.1625;19.5033;2/3/20;0
;Hungary;47.1625;19.5033;2/4/20;0
;Hungary;47.1625;19.5033;2/5/20;0
;Hungary;47.1625;19.5033;2/6/20;0
;Hungary;47.1625;19.5033;2/7/20;0
;Hungary;47.1625;19.5033;2/8/20;0
;Hungary;47.1625;19.5033;2/9/20;0
;Hungary;47.1625;19.5033;2/10/20;0
;Hungary;47.1625;19.5033;2/11/20;0
;Hungary;47.1625;19.5033;2/12/20;0
;Hungary;47.1625;19.5033;2/13/20;0
;Hungary;47.1625;19.5033;2/14/20;0
;Hungary;47.1625;19.5033;2/15/20;0
;Hungary;47.1625;19.5033;2/16/20;0
;Hungary;47.1625;19.5033;2/17/20;0
;Hungary;47.1625;19.5033;2/18/20;0
;Hungary;47.1625;19.5033;2/19/20;0
;Hungary;47.1625;19.5033;2/20/20;0
;Hungary;47.1625;19.5033;2/21/20;0
;Hungary;47.1625;19.5033;2/22/20;0
;Hungary;47.1625;19.5033;2/23/20;0
;Hungary;47.1625;19.5033;2/24/20;0
;Hungary;47.1625;19.5033;2/25/20;0
;Hungary;47.1625;19.5033;2/26/20;0
;Hungary;47.1625;19.5033;2/27/20;0
;Hungary;47.1625;19.5033;2/28/20;0
;Hungary;47.1625;19.5033;2/29/20;0
;Hungary;47.1625;19.5033;3/1/20;0
;Hungary;47.1625;19.5033;3/2/20;0
;Hungary;47.1625;19.5033;3/3/20;0
;Hungary;47.1625;19.5033;3/4/20;0
;Hungary;47.1625;19.5033;3/5/20;0
;Hungary;47.1625;19.5033;3/6/20;0
;Hungary;47.1625;19.5033;3/7/20;0
Northern Territory;Australia;-12.4634;130.8456;1/22/20;0
Northern Territory;Australia;-12.4634;130.8456;1/23/20;0
Northern Territory;Australia;-12.4634;130.8456;1/24/20;0
Northern Territory;Australia;-12.4634;130.8456;1/25/20;0
Northern Territory;Australia;-12.4634;130.8456;1/26/20;0
Northern Territory;Australia;-12.4634;130.8456;1/27/20;0
Northern Territory;Australia;-12.4634;130.8456;1/28/20;0
Northern Territory;Australia;-12.4634;130.8456;1/29/20;0
Northern Territory;Australia;-12.4634;130.8456;1/30/20;0
Northern Territory;Australia;-12.4634;130.8456;1/31/20;0
Northern Territory;Australia;-12.4634;130.8456;2/1/20;0
Northern Territory;Australia;-12.4634;130.8456;2/2/20;0
Northern Territory;Australia;-12.4634;130.8456;2/3/20;0
Northern Territory;Australia;-12.4634;130.8456;2/4/20;0
Northern Territory;Australia;-12.4634;130.8456;2/5/20;0
Northern Territory;Australia;-12.4634;130.8456;2/6/20;0
Northern Territory;Australia;-12.4634;130.8456;2/7/20;0
Northern Territory;Australia;-12.4634;130.8456;2/8/20;0
Northern Territory;Australia;-12.4634;130.8456;2/9/20;0
Northern Territory;Australia;-12.4634;130.8456;2/10/20;0
Northern Territory;Australia;-12.4634;130.8456;2/11/20;0
Northern Territory;Australia;-12.4634;130.8456;2/12/20;0
Northern Territory;Australia;-12.4634;130.8456;2/13/20;0
Northern Territory;Australia;-12.4634;130.8456;2/14/20;0
Northern Territory;Australia;-12.4634;130.8456;2/15/20;0
Northern Territory;Australia;-12.4634;130.8456;2/16/20;0
Northern Territory;Australia;-12.4634;130.8456;2/17/20;0
Northern Territory;Australia;-12.4634;130.8456;2/18/20;0
Northern Territory;Australia;-12.4634;130.8456;2/19/20;0
Northern Territory;Australia;-12.4634;130.8456;2/20/20;0
Northern Territory;Australia;-12.4634;130.8456;2/21/20;0
Northern Territory;Australia;-12.4634;130.8456;2/22/20;0
Northern Territory;Australia;-12.4634;130.8456;2/23/20;0
Northern Territory;Australia;-12.4634;130.8456;2/24/20;0
Northern Territory;Australia;-12.4634;130.8456;2/25/20;0
Northern Territory;Australia;-12.4634;130.8456;2/26/20;0
Northern Territory;Australia;-12.4634;130.8456;2/27/20;0
